titre,titre_original,date,duree,descriptions,genre,langue_origine,pays,public,score,acteurs,nbSaisons,nbEpisodes
De la Terre à la Lune,From the Earth to the Moon,29 juin 1999,60,Dramatized portrayal of the Apollo manned space program.,"Action,Drame,Historique",Anglais,États-Unis,TV-14,8.6,"Tom Hanks,Nick Searcy,Lane Smith,David Andrews,Daniel Hugh Kelly,Stephen Root,David Clyde Carr,Tim Daly,Steve Hofvendahl,Conor O'Farrell,Brett Cullen,Cary Elwes,Ben Marley,Mike Pniewski,Holmes Osborne,Tom Verica,John Posey,Rita Wilson",1,12
Kenshin le Vagabond - Le Chapitre de la Mémoire,Tsuioku Hen,20 février 1999,118,"In the era of Japan's Meiji Restoration, an assassin regains his humanity.","Animation,Action,Aventure",Japonais,Japon,TV-MA,8.6,"Mayo Suzukaze,Junko Iwao,Nozomu Sasaki,Masami Suzuki,Shûichi Ikeda,Tomokazu Seki,Wataru Takagi,Ryûsei Nakao,Hirotaka Suzuoki,Akari Hibino,Minoru Uchida,Tetsuya Iwanaga,Satoshi Tsuruoka,Mitsuaki Hoshino,Hiromi Setsu,Rikiya Koyama,Hiroshi Takahashi,Hiroshi Shimozaki",1,4
Twin Peaks: The Return,Twin Peaks,25 mai 2017,60,25 ans après que les habitants d'une pittoresque ville du nord-ouest américain aient été stupéfaits par l'assassinat de leur reine de bal.,"Policier,Drame,Horreur","Anglais,Français",États-Unis,12,8.5,"Kyle MacLachlan,Sheryl Lee,Michael Horse,Chrysta Bell,Miguel Ferrer,David Lynch,Robert Forster,Kimmy Robertson,Naomi Watts,Laura Dern,Pierce Gagnon,Harry Goaz,Al Strobel,John Pirruccello,Don Murray,Mädchen Amick,Dana Ashbrook,Brent Briscoe",1,18
Trailer Park Boys,Trailer Park Boys,29 mars 2018,30,Trois criminels réalisent un documentaire sur leur vie dans un parc à caravanes.,"Comédie,Policier",Anglais,Canada,16,8.6,"John Paul Tremblay,Robb Wells,Mike Smith,John Dunsworth,Patrick Roach,Sarah Dunsworth,Tyrone Parsons,Jeanna Harrison,Cory Bowles,Shelley Thompson,Lucy Decoutere,Jonathan Torrens,Jacob Rolfe,Barrie Dunn,Michael Jackson,George Green,Garry James,Marguerite McNeil",12,106
Neon Genesis Evangelion,Shin seiki evangerion,25 octobre 1997,24,Un adolescent se retrouve recruté par son père comme membre d'une équipe de pilotes d'élite.,"Animation,Action,Drame","Allemand,Japonais",Japon,12,8.5,"Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Spike Spencer,Allison Keith-Shipp,Sue Ulu,Amanda Winn Lee,Tristan MacAvery,Tiffany Grant,Guil Lunde,Matt Greenfield,Kendra Benham,Jason Lee,Carrie Keranen,Casey Mongillo,Erica Lindbeck,Ryan Bartley,Pedro de Aguillón",1,26
Les enquêtes de Morse,Endeavour,26 janvier 2013,89,"Dans les années 1960, la série suit Endeavour Morse pendant ses débuts en tant que gendarme. Travaillant aux côtés de son associé principal, DI Fred Thursday, Morse mène l'enquête près d'Oxford.","Policier,Drame,Mystère",Anglais,Royaume-Uni,Tous publics,8.6,"Shaun Evans,Roger Allam,James Bradshaw,Sean Rigby,Anton Lesser,Caroline O'Neill,Abigail Thaw,Sara Vickers,Dakota Blue Richards,Jack Laskey,Jack Bannon,Shvorne Marks,Lewis Peek,Simon Harrison,Carol Royle,Richard Riddell,Mark Arden,Flora London",9,36
Fullmetal Alchemist,Hagane no renkinjutsushi,10 février 2004,24,"Lorsqu'un rituel alchimique raté laisse les frères Edward et Alphonse Elric avec des corps gravement endommagés, ils commencent à chercher la seule chose qui puisse les sauver; la pierre philosophale légendaire.","Animation,Action,Aventure",Japonais,Japon,Tous Public,8.5,"Vic Mignogna,Aaron Dismuke,Romi Park,Rie Kugimiya,Maria Tamar,Travis Willingham,Tôru Ohkawa,Colleen Clinkenbeard,Caitlin Glass,Christopher Sabat,Kenji Utsumi,Megumi Toyoguchi,Michiko Neya,Laura Bailey,Yûko Satô,Mike McFarland,Ed Blaylock,Yasunori Matsumoto",1,51
Detectorists,Detectorists,20 novembre 2020,30,"La vie de deux détecteurs de métaux excentriques, qui passent leurs journées à arpenter les pistes labourées et les champs ouverts, dans l'espoir de tromper l'ennui en déterrant la fortune d'une vie.",Comédie,Anglais,Royaume-Uni,Tous publics,8.6,"Mackenzie Crook,Toby Jones,Gerard Horan,Pearce Quigley,Divian Ladwa,Rachael Stirling,Laura Checkley,Sophie Thompson,Orion Ben,Aimee-Ffion Edwards,Simon Farnaby,Paul Casar,Alexa Davies,Lucy Benjamin,Rebecca Callard,Jacob Hill,Daniel Donskoy,Isabella Hill",3,20
Doctor Who,Doctor Who,5 novembre 2005,45,"Les nouvelles aventures dans le temps et l'espace de l'aventurier extraterrestre connu sous le nom de Docteur, un Seigneur ou une Dame du Temps capable de changer d'apparence et de sexe en se régénérant à l'approche de la mort, et de ses compagnons humains.","Aventure,Drame,Science-fiction",Anglais,"Royaume-Uni,États-Unis",Tous publics,8.6,"Jodie Whittaker,Peter Capaldi,Pearl Mackie,Matt Smith,David Tennant,Nicholas Briggs,Jon Davey,Jenna Coleman,Paul Kasey,Karen Gillan,Billie Piper,Mandip Gill,Simon Carew,Arthur Darvill,Bradley Walsh,Barnaby Edwards,Tosin Cole,Ruari Mears",14,201
Nord et Sud,North & South,14 novembre 2004,235,"Une adaptation en quatre parties de l'histoire d'amour d'Elizabeth Gaskell, qui raconte l'histoire de Margaret Hale, une bourgeoise du sud obligée de s'installer dans la ville de Milton, dans le nord.","Drame,Romantique",Anglais,Royaume-Uni,TV-PG,8.6,"Daniela Denby-Ashe,Richard Armitage,Tim Pigott-Smith,Sinéad Cusack,Brendan Coyle,Pauline Quirke,Jo Joyner,Kay Lyon,Lesley Manville,Anna Maxwell Martin,Emma Owen,Jane Booker,Tom Charnock,William Houston,John Light,Brian Protheroe,Will Tacey,Lucy Brown",1,4
Extraordinary Attorney Woo,I-sang-han byeon-ho-sa U-yeong-u,13 juillet 2022,75,"En raison de son QI élevé de 164, de sa mémoire impressionnante et de son processus de pensée créatif, la brillante Woo Young Woo obtient son diplôme en tête de sa classe dans une prestigieuse faculté de droit.",Drame,Coréen,Corée du Sud,16,8.7,"Park Eun-bin,Kang Tae-oh,Kang Ki-young,Jeon Bae-soo,Halley Kim,Ha Yoon-kyung,Ren Hanami,Eugene Young,Nick Martineau,Joo Jong-hyuk,Jin Kyung,Joo Hyun-young,Baek Ji-won,Edward Hong,Im Sung-jae,Anzu Lawson,Darren Keilan,Lee Doo-seok",1,16
Sons of Anarchy,Sons of Anarchy,9 octobre 2009,45,Un homme d'une trentaine d'années peine à trouver l'équilibre entre sa vie de jeune père et son implication dans un club de motards.,"Policier,Drame,Thriller",Anglais,États-Unis,16,8.6,"Charlie Hunnam,Katey Sagal,Mark Boone Junior,Kim Coates,Tommy Flanagan,Theo Rossi,Dayton Callie,Maggie Siff,Ron Perlman,David Labrava,Ryan Hurst,William Lucking,Michael Ornstein,Winter Ave Zoli,Jimmy Smits,Niko Nicotera,Chris Reed,Drea de Matteo",7,92
Ezel,Ezel,15 mars 2017,90,"Après avoir été trahi par ses amis et la femme qu'il aimait, Ömer Uçar revient sous le nom d'Ezel pour se venger.","Policier,Drame,Thriller",Turc,Turquie,TV-14,8.7,"Kenan Imirzalioglu,Cansu Dere,Yigit Özsener,Baris Falay,Tuncel Kurtiz,Bade Iscil,Sarp Akkaya,Bayazit Gülercan,Ipek Bilgin,Nurhan Özenen,Baris Serma,Ataberk Ural,Burçin Terzioglu,Riza Kocaoglu,Salih Kalyon,Kemal Uçar,Levent Can,Mert Akbas",2,72
Mob Psycho 100,Mob Psycho 100,12 juillet 2016,24,Un collégien télépathe tente de mener une vie normale et de garder le contrôle de ses pouvoirs grandissants malgré le fait qu'ils s'attire constemment des ennuis.,"Animation,Action,Comédie",Japonais,Japon,10,8.6,"Setsuo Ito,Takahiro Sakurai,Akio Ôtsuka,Kyle McCarley,Chris Niosi,Michael Sorich,Miyu Irino,Max Mittelman,Yoshitsugu Matsuoka,Ryunosuke Watanuki,Patrick Seitz,Yoshimasa Hosoya,Erik Scott Kimerer,Daiki Hamano,Seiichiro Yamashita,Cherami Leigh,Toshihiko Seki,Kôhei Amasaki",3,37
Brass Eye,Brass Eye,29 janvier 1997,25,"Controversal spoof of current affairs television, and the role of celebrity in the UK.",Comédie,Anglais,Royaume-Uni,TV-MA,8.6,"Christopher Morris,Mark Heap,Kevin Eldon,Doon Mackichan,David Cann,Barbara Durkin,Amelia Bullmore,Albert Welling,Gina McKee,Claire Skinner,Bill Moody,Frazer Brown,Peter Baynham,Bill Bailey,Bill Cashmore,Paul Garner,Sinead Griffin-Lennon,Simon Kunz",2,7
Skam,Skam,5 février 2018,30,"L'histoire d'adolescents et élèves du Lycée Hartvig Nissens à Oslo, qui parle de leurs ennuis, leurs conflits et leur vie de tous les jours. Chaque saison est racontée d'un point de vue différent.","Drame,Romantique",Norvégien,Norvège,18,8.6,"Josefine Frida Pettersen,Iman Meskini,Ulrikke Falch,Lisa Teige,Tarjei Sandvik Moe,Ina Svenningdal,Marlon Valdés Langeland,Herman Tømmeraas,Thomas Hayes,Carl Martin Eggesbø,Kristina Ødegaard,Cecilie Martinsen,David Stakston,Henrik Holm,Rakel Øfsti Nesje,Sacha Kleber Nyiligira,Cengiz Al,Simo Mohamed Elhbabi",4,43
Samurai Jack,Samurai Jack,10 août 2001,25,Un samouraï retourne dans le temps et se bat pour rentrer chez lui et sauver le monde.,"Animation,Action,Aventure",Anglais,États-Unis,10,8.5,"Phil LaMarr,Mako,Kevin Michael Richardson,Jeff Bennett,Grey Griffin,Tara Strong,Tom Kenny,Daran Norris,Greg Baldwin,John DiMaggio,Jennifer Hale,Dee Bradley Baker,Sab Shimono,Richard McGonagle,Lauren Tom,Keone Young,Rob Paulsen,Clyde Kusatsu",5,62
Whose Line Is It Anyway?,Whose Line Is It Anyway?,5 août 1998,30,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.,"Comédie,Jeu télévisé",Anglais,"États-Unis,Royaume-Uni",TV-PG,8.5,"Drew Carey,Colin Mochrie,Ryan Stiles,Laura Hall,Wayne Brady,Linda Taylor,Greg Proops,Brad Sherwood,Cece Worrall Rubin,Charles Esten,Kathryn Greenwood,Denny Siegel,Anne King,Jeff Bryan Davis,Anna Wanselius,Kathy Griffin,Karen Maruyama,Whoopi Goldberg",8,220
Shameless,Shameless,15 septembre 2011,46,Un homme alcoolique vit dans un état de stupeur permanent alors que ses six enfants font de leur mieux pour gérer les choses.,"Comédie,Drame",Anglais,États-Unis,Tous publics,8.6,"Emmy Rossum,William H. Macy,Ethan Cutkosky,Jeremy Allen White,Shanola Hampton,Steve Howey,Emma Kenney,Cameron Monaghan,Michael Patrick McGill,Noel Fisher,Jim Hoffmaster,Brenden Sims,Isidora Goreshter,Christian Isaiah,Joan Cusack,Justin Chatwin,Scott Michael Campbell,Kate Miner",11,134
Spartacus: le sang des gladiateurs,Blood and Sand,2 octobre 2010,55,L'histoire des plus grands gladiateurs de l'histoire se déroule sous le signe de la violence et des passions des femmes qui les aiment.,"Action,Aventure,Biographique","Anglais,Allemand",États-Unis,16,8.5,"Andy Whitfield,Lucy Lawless,Manu Bennett,Daniel Feuerriegel,Peter Mensah,Nick E. Tarabay,Viva Bianca,Liam McIntyre,Pana Hema Taylor,Cynthia Addai-Robinson,Dustin Clare,Heath Jones,Katrina Law,Ellen Hollman,Barry Duffield,Kelvin Taylor,John Hannah,Craig Parker",3,34
Voyage dans l'espace-temps,Through the Wormhole,9 juin 2010,60,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there before the beginning? Are we really alone? Is there a creator? These questions have been pond...",Documentaire,Anglais,États-Unis,TV-PG,8.6,"Morgan Freeman,Sean Carroll,Michio Kaku,Kip Thorne,Carlos Frenk,Max Tegmark,Lee Smolin,Paul Davies,Janna Levin,Frank Tipler,Frank Close,Michael Persinger,Paul Steinhardt,Andy Albrecht,Will Wright,Alan Guth,Steve Nahn,David Spergel",8,62
Letterkenny,Letterkenny,7 février 2016,30,Comédie vive et entraînante sur la vie quotidienne des ploucs d'une petite ville.,Comédie,Anglais,Canada,TV-MA,8.7,"Jared Keeso,Nathan Dales,Michelle Mylett,K. Trevor Wilson,Dylan Playfair,Andrew Herr,Tyler Johnston,Evan Stern,Lisa Codrington,Patrick McNeil,Kamilla Kowal,Jacob Tierney,Dan Petronijevic,Mark Forward,Jay Bertin,Joel Gagne,Clark Backo,Kaniehtiio Horn",10,68
The Office,The Office,7 septembre 2002,30,"L'histoire d'un bureau qui va se fermer ses portes, on décide de donner plus de pouvoir à ses succursales. Un équipage de film suit le personnel et le directeur David Brent alors qu'ils continuent leurs vie au quotidien.","Comédie,Drame",Anglais,Royaume-Uni,16,8.5,"Ricky Gervais,Martin Freeman,Mackenzie Crook,Lucy Davis,Ewen MacIntosh,Ben Bradshaw,Jamie Deeks,Jane Lucas,Emma Manton,Alexander Perkins,Philip Pickard,Joel Beckett,Patrick Baladi,Julie Fernandez,Rachel Isaac,Howard Saddler,Ralph Ineson,Stirling Gallacher",3,14
Mr. Robot,Mr. Robot,19 septembre 2016,49,"Elliot, un jeune ingénieur en cyber sécurité brillant et très instable, devient un personnage clé dans un jeu complexe de domination du monde lorsqu'il tente avec ses alliés mystérieux de renverser la société corrompue pour laquelle il travaille.","Policier,Drame,Thriller","Anglais,Suédois,Danois,Chinois,Persan,Espagnol,Samoan,Arabe,Allemand",États-Unis,Tous publics,8.6,"Rami Malek,Christian Slater,Carly Chaikin,Martin Wallström,Portia Doubleday,Michael Cristofer,Grace Gummer,BD Wong,Stephanie Corneliussen,Vaishnavi Sharma,Gloria Reuben,Sunita Mani,Azhar Khan,Joey Bada$$,Omar Metwally,Michael Drayer,Michel Gill,Jeremy Holm",4,45
Westworld,Westworld,3 octobre 2016,62,"Entre futur proche et passé réinventé, explorez un monde dans lequel chaque envie humaine peut être réalisée sans aucune conséquence.","Drame,Mystère,Science-fiction",Anglais,États-Unis,10,8.5,"Evan Rachel Wood,Jeffrey Wright,Ed Harris,Thandiwe Newton,Tessa Thompson,James Marsden,Luke Hemsworth,Angela Sarafyan,Anthony Hopkins,Aaron Paul,Simon Quarterman,Rodrigo Santoro,Shannon Woodward,Jimmi Simpson,Talulah Riley,Ptolemy Slocum,Leonardo Nam,Ingrid Bolsø Berdal",4,36
I'm Alan Partridge,I'm Alan Partridge,3 novembre 1997,29,"Alan Partridge, a failed television presenter, is now presenting a programme on local radio in Norwich. He desperately tries to revive his broadcasting career.",Comédie,"Anglais,Allemand,Français",Royaume-Uni,TV-MA,8.6,"Steve Coogan,Simon Greenall,Felicity Montagu,Phil Cornwell,Andrew Burt,Amelia Bullmore,Barbara Durkin,Sally Phillips,James Lance,Tim Dantay,David Schneider,Simon Ludders,Danny Cunningham,Terence Booth,Michael Wardle,Peter Baynham,Polly Kemp,Rob Brydon",2,12
The IT Crowd,The IT Crowd,14 novembre 2007,25,"Les mésaventures comiques de Roy, Moss et de Jen, leur nouvelle responsable inexpérimentée, une équipe hétéroclite d'assistance informatique au sein d'une grande entreprise.",Comédie,Anglais,Royaume-Uni,13,8.5,"Chris O'Dowd,Richard Ayoade,Katherine Parkinson,Matt Berry,Christopher Morris,Noel Fielding,Graham Linehan,Tom Binns,Lewis Macleod,Belinda Stewart-Wilson,Peter Serafinowicz,Gemma Chan,Cordelia Bugeja,Togo Igawa,John Willie Hopkins,Dolly Wells,Pete Deagle,Ben Moor",5,25
"Yes, Prime Minister","Yes, Prime Minister",9 janvier 1986,30,James Hacker was propelled along the corridors of power to the very pinnacle of politics - Number 10.,Comédie,Anglais,Royaume-Uni,TV-PG,8.6,"Paul Eddington,Nigel Hawthorne,Derek Fowlds,Diana Hoddinott,Deborah Norton,John Nettleton,Peter Cellier,Miranda Forbes,Frederick Treves,Antony Carrick,Barry Stanton,Donald Pickering,Peter Cartwright,Clive Francis,Frank Middlemass,Michael Aldridge,John Wells,John Barron",2,16
Louie,Louie,14 octobre 2013,22,"La vie de Louie C.K., un comédien divorcé vivant à New York avec deux enfants.","Comédie,Drame",Anglais,États-Unis,TV-MA,8.5,"Louis C.K.,Hadley Delany,Ursula Parker,Pamela Adlon,Deanna Mustard,Steve Fabricant,Susan Kelechi Watson,Nick Di Paolo,Todd Barry,Jim Norton,Robert Kelly,William Stephenson,Edward Gelbinovich,Gary Wilmes,Eszter Balint,Ellen Burstyn,Charles Grodin,Parker Posey",5,61
Soleil noir,Senke nad Balkanom,23 septembre 2020,60,"Un film et thriller historique pendant la période turbulente de la fin des années 1920 dans les Balkans, où la politique, les intérêts locaux et les activités criminelles s'entremêlent.","Policier,Drame,Thriller","Serbe,Russe,Macédonien,Allemand,Slovène",Serbie,Tous publics,8.9,"Andrija Kuzmanovic,Marija Bergam,Dragan Bjelogrlic,Jovana Stojiljkovic,Nenad Jezdic,Gordan Kicic,Goran Bogdan,Aleksandar Gligoric,Nebojsa Dugalic,Aleksandar Stojkovic,Slobodan 'Boda' Ninkovic,Branimir Brstina,Marko Zivic,Milos Samolov,Srdjan 'Zika' Todorovic,Toni Mihajlovski,Petre Arsovski,Vojislav 'Voja' Brajovic",2,20
Samurai chanpurû,Samurai chanpurû,3 janvier 2006,24,"Fuu, une serveuse employée dans une maison de thé, sauve deux maîtres épéistes, Mugen et Jin, de leur exécution pour qu'ils l'aide à trouver le « samurai qui sent le tournesol ».","Animation,Action,Aventure",Japonais,Japon,Tous publics,8.6,"Kazuya Nakai,Ginpei Sato,Ayako Kawasumi,Steve Blum,Kirk Thornton,Kari Wahlgren,Doug Stone,Erik Davies,Masakazu Kohara,Tsuguo Mogami,Shunsuke Sakuya,Yoshinori Sonobe,Masao Harada,Takehiro Murozono,Steve Kramer,Paul St. Peter,Kim Strauss,Doug Erholtz",1,26
Le Bureau des Légendes,Le Bureau des Légendes,27 avril 2015,52,"Au bout de six années d'infiltration en Syrie, l'officier de renseignement français Malotru rentre chez lui, où il s'efforce d'oublier son identité d'infiltré, et il forme une jeune recrue et enquête lorsqu'un collègue disparaît en Algérie.","Drame,Thriller","Français,Arabe,Anglais,Persan,Russe,Italien",France,10,8.7,"Mathieu Kassovitz,Florence Loiret Caille,Jonathan Zaccaï,Sara Giraudeau,Jules Sagot,Zineb Triki,Jean-Pierre Darroussin,Irina Muluile,Gilles Cohen,Artus,Alexandre Brasseur,Patrick Ligardes,Léa Drucker,Mathieu Amalric,Aleksey Gorbunov,Michaël Abiteboul,Pauline Etienne,Anne Azoulay",5,50
The Family Man,The Family Man,20 septembre 2019,45,Un homme qui travaille pour une section spéciale de l'Agence Nationale d'Investigations tente de protéger la nation des terroristes et sa famille de l'impact de son travail stressant au salaire médiocre.,"Action,Comédie,Drame",Hindi,Inde,16,8.7,"Manoj Bajpayee,Samantha Ruth Prabhu,Priyamani,Sharib Hashmi,Ashlesha Thakur,Vedant Sinha,Shahab Ali,Shreya Dhanwanthary,Sharad Kelkar,Dalip Tahil,Darshan Kumaar,Sunny Hinduja,Aritro Rudraneil Banerjee,Pawan Chopra,Neeraj Madhav,Mime Gopi,Srikrishna Dayal,Vijay Vikram Singh",2,20
Long Way Round,Long Way Round,18 octobre 2004,315,"This documentary series follows actors Ewan McGregor and Charley Boorman on a motorcycle trip around the world. The two friends will travel through such places as Siberia, Kazakhstan, Mongolia, and Alaska, before finally ending the journey in New York. The filming will be done by...","Documentaire,Aventure",Anglais,Royaume-Uni,TV-PG,8.6,"Ewan McGregor,Charley Boorman,David Alexanian,Russ Malkin,Claudio von Planta,Jimmy Simak,Eve Mavrakis,Olly Boorman,Kinvara Boorman,Doone Boorman,Jim McGregor,John Boorman,Carol McGregor,Christel Kruse Boorman,Daisy Boorman,Margrit von Planta,Natalie Portman,Paul Teutul Sr.",1,10
El Chavo del Ocho,El Chavo del Ocho,26 février 1973,30,"The misadventures of a poor, homeless, fumbling boy and his friends in their humble neighborhood.","Comédie,Famille",,Mexique,Tous publics,8.7,"Ramón Valdés,Carlos Villagrán,Roberto Gómez Bolaños,María Antonieta de las Nieves,Florinda Meza,Edgar Vivar,Rubén Aguirre,Angelines Fernández,Horacio Gómez Bolaños,Ricardo de Pascual,Maribel Fernández,Olivia Leyva,Raúl 'Chato' Padilla,Ana Lilian De La Macorra,Rosita Bouchot,Patty Juarez,Beatriz Moreno,Enrique Segoviano",8,351
What We Do in the Shadows,What We Do in the Shadows,28 mars 2019,30,Un aperçu de la vie quotidienne (ou plutôt nocturne) de trois vampires vivant ensemble depuis plus de 100 ans à Staten Island.,"Comédie,Fantastique,Horreur",Anglais,États-Unis,12,8.6,"Kayvan Novak,Matt Berry,Natasia Demetriou,Harvey Guillén,Mark Proksch,Kristen Schaal,Anthony Atamanuik,Doug Jones,Parisa Fakhri,Violet Tinnirello,Anoop Desai,Veronika Slowikowska,Chris Sandiford,Jean-Michel Richaud,Liam McKenna,Jake McDorman,Beanie Feldstein,Jason Sklar",6,42
